,Age,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,NRM_Height,NRM_Weight,Preferred Foot_Right,International Reputation_2,International Reputation_3,International Reputation_4,International Reputation_5,Weak Foot_2,Weak Foot_3,Weak Foot_4,Weak Foot_5,Skill Moves_2,Skill Moves_3,Skill Moves_4,Skill Moves_5,Asia,Cannot Find,Europe,North America,Oceania,South America,Allsvenskan,Bundesliga,Bundesliga 2,CSL,Calcio B,Camp. Scotiabank,Domino’s Ligue 2,EFL Championship,EFL League One,EFL League Two,Ekstraklasa,Eliteserien,Eredivisie,Hyundai A-League,K-League 1,LIGA Bancomer MX,LaLiga 1 I 2 I 3,LaLiga Santander,Liga Dimayor,Liga NOS,Liga do Brasil,Ligue 1 Conforama,MLS,Meiji Yasuda J1,Premier League,Pro League,RSL,Rest of World,SAF,SSE Airtricity Lge,Saudi Professional League,Scottish Prem,Serie A TIM,Super Lig,Superliga,NRM_Position_ATT,NRM_Position_DEF,NRM_Position_GK,NRM_Position_MID,2019,2020,2021,2022,2023,2024,2025,2026,High-Low,High-Medium,Low-High,Low-Low,Low-Medium,Medium-High,Medium-Low,Medium-Medium,NRM_Value_Mil
4682,0.20145457755522986,0.9982238876444754,-0.5909523679762312,1.0245790684638139,0.7043585526782419,-0.04893596204787293,0.45667512050903075,0.4276687138980913,-0.5044840594359536,0.2834870638556228,0.5792903981284909,0.16037298059502894,-0.7308704854569135,-0.5770529829586065,0.9117284802719822,-0.42364269092503615,-0.48860194864981077,-0.006187205414010163,0.3673895580147326,0.45778167773425876,-0.6784047322968249,0.8762380221521173,1.1799202068569565,0.25850967800624275,0.04209814261043873,-0.47797185861623326,0.5611279648338345,1.1993604001471427,1.3125786445025385,1.3845100848820526,-0.6000190918953511,-0.6147219595761986,-0.13505125542793822,-0.43374353557097106,-0.1506933898881377,0.4542272792818442,1.3492999265265084,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4
4683,-0.8711778194807491,-1.1259666289301142,-0.9495510110295988,0.9670146720274018,0.09219332408585763,-0.9534798125841625,0.03376919987868883,-1.0956676221498847,-0.962648382159861,0.21820402365550187,0.1598861655577703,0.5620350791606105,0.49740046360712836,-0.44150482168143473,0.138325724584072,-0.5650956706842853,-0.7208569694146234,0.9238673203771163,0.3045373332096986,1.0149397409239012,-0.5225419413719324,1.2215049076524114,1.03496524789101,-1.1238076418189618,-1.3056349523822972,-0.9880497621839748,0.7357812735210181,0.9979685833985652,1.1277909832914126,1.2904547314969395,-0.4304277367642237,-0.5555567270011122,-0.25635689781401644,-0.13977077635313978,-0.20643559239533077,1.3459449131521395,0.6449015924623847,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.8
4684,-0.013071901851965948,0.2356939586176997,0.8434422042372396,-0.4720952388828986,0.8403952701432161,1.4209477950735976,0.5624016006666163,1.4613612276449321,0.9272794490762571,0.9363174658568318,0.7590350692302283,1.1645282270089827,1.043298663191147,0.8462027104516977,0.6907562643611507,0.9201606167878312,0.6146093999830492,-2.4581491370451616,1.2473207052852089,0.6169696957884423,1.3997658133684068,1.10641594581898,0.9383286085803791,0.7192821179479776,1.3188979168140833,0.28714499673537897,0.8231079278646098,0.9979685833985652,0.6196249149608164,0.7261226111862609,-0.5434886401849752,-0.5555567270011122,-0.19570407662097733,-0.13977077635313978,-0.37366219991690997,-1.5298444560795639,0.13261189496120376,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9
4685,0.20145457755522986,0.017828264610049487,-0.5397239903971787,0.9094502755909898,0.9084136288757033,-0.16200394336490911,0.615264840745409,-0.2251897158367556,0.2973035053308844,1.2627326668574363,0.6392052884957367,-1.3123880474787697,-0.45792138566490415,-0.9159233861515361,-0.19313259928217522,-0.9894546099620329,0.9629919311302682,-0.259838439720681,0.5559462324298347,1.0149397409239012,0.8802231769520988,0.8186935412354016,1.1799202068569565,-0.09986888639288437,0.8932979920795351,-0.15917316888639482,1.5217211626133438,0.9979685833985652,1.173987898594194,1.14937170141927,-0.14777547821234466,-0.3780610292758533,-0.49896818258617287,-0.3161544318838385,-0.5966310099456823,1.3459449131521395,1.2212275021512133,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3
4706,-0.22759838125916176,-0.09110458239377563,1.2532692248696597,1.369965447082286,0.5003034764807804,0.8556078884884166,0.7209913209029944,-0.4428091924150379,-1.0771894628408378,-0.3693433381455863,0.6991201788629825,0.628978762254874,0.9068241132951423,-0.3059566604042629,0.4697840484503192,-0.7065486504435345,0.7307369103654555,1.09296814324823,0.9959118060650728,0.45778167773425876,0.828268913310468,0.5309711366518233,-1.139359136598186,1.026463744575801,0.6095647089231696,1.1160215900329589,0.8231079278646098,-1.2676893550229331,-1.0434640359393164,-1.202012133208558,-0.4869581884745995,-0.141400098975508,-0.6809266461652902,-0.43374353557097106,-0.42940440242410305,0.9000860962169932,-0.7638950756658629,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.2
4708,1.274086974591209,-0.25450385289951327,1.3557259800277648,1.427529843518698,0.16021168281834477,1.703617748366188,0.403811880430238,0.26445410646437956,0.6409267473738149,-0.565192458745949,0.8788648499647199,-1.446275413667297,-0.7991077604049158,-0.17040849912709105,1.353672912093645,-0.5650956706842853,1.1952469518950808,0.9238673203771163,-0.2611326900356075,0.9353457318968094,0.9841317042353603,1.0488714649022643,-0.607857620389716,1.2312514956610163,-0.17070181975683535,2.327456611006345,0.5611279648338345,-1.015949584087211,-0.4891010523059387,-1.4371505166713407,-0.26083638163309625,-0.25973056412568063,-0.31700971900705555,-0.43374353557097106,-0.31791999740971694,0.6771566877494187,0.6449015924623847,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1
4709,-0.44212486066635753,0.4535596526253499,-1.0520077661877039,0.7367570862817537,0.3642667590158062,-0.3316059153404634,0.03376919987868883,0.046834629886097275,-0.962648382159861,0.5446192246561065,0.3396308366595077,-0.10740175178202538,0.019739538971112105,-0.3737307410428488,0.027839616628656253,0.000716248352711447,-0.6627932142234202,1.0084177318126732,0.11598065879459657,1.4925037950864517,-0.886221786863348,0.761149060318686,1.03496524789101,-0.2022627619354921,-1.5893682355386625,-0.2866926447783302,0.38647465614665105,1.0483165375857095,1.1277909832914126,1.14937170141927,-0.4869581884745995,-0.4372262618509396,-0.31700971900705555,-0.08097622450957352,-0.37366219991690997,0.9000860962169932,1.5414085630894514,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.6
4710,0.6305075363696214,-1.997429404960715,-1.7692050522944391,-2.141462735538847,-2.152412514086218,-1.5188197191693436,-2.1336236433518136,-1.9117406593184434,-1.764435946926699,-2.06670238334873,-2.176794558764816,-1.6471064629500878,-1.5497177848329413,-1.5258901118988095,0.6907562643611507,-1.3430870593601558,-2.230514604385905,-0.8516913197695797,-1.8952905349664917,-0.41775242156375075,-1.873352796054333,-2.1160749855170975,-1.4775873741853944,-1.9429586461598238,-0.8091017068586576,-1.6894068795896193,0.38647465614665105,-1.368385263397222,-1.6902208501782567,-1.2490398099011146,3.1309907209894523,2.994357227504067,2.8975898042240176,3.0939295750430045,3.2495809630506396,1.3459449131521395,0.38875674371179425,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9
4711,0.41598105696242565,1.2705560051540383,0.689757071500082,0.21867751835404559,0.8403952701432161,0.5164039445373081,0.8795810411393727,1.5157660967895028,1.442714312140653,0.871034425656711,0.7590350692302283,0.8967534946319283,0.7021122884511354,0.7106545491745259,1.4641590200490608,0.8494341269082066,1.0791194415126744,0.7547664975060023,0.6187984572348687,0.37818766870716697,0.9841317042353603,0.761149060318686,1.0832835675463255,1.1288576201184086,1.2479645960249919,0.7972229003031205,0.9104345822082016,0.9476206292114208,0.9892002373830682,1.0553163480341567,-0.09124502650196885,-0.31889579670076695,-0.19570407662097733,-0.4925380874145373,-0.48514660493129613,0.008368462346695284,0.13261189496120376,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2
4712,0.8450340157768172,0.7258917701349127,0.5360719387629245,0.2762419147904576,0.9764319876081904,0.23373399124471755,0.6681280808242017,0.31885897560895016,0.35457404567137285,1.1974496266573156,0.6392052884957367,0.8967534946319283,0.9068241132951423,1.3883953555603852,1.2431868041382295,1.4152460459452034,0.4404181344094397,0.7547664975060023,1.6872862789204468,-0.01978237642829188,0.9321774405937295,1.10641594581898,1.0832835675463255,0.6168882424053699,1.1770312752359005,-0.4142121206702656,0.21182134745946757,0.7965767666499876,0.6196249149608164,0.8672056412639305,-0.5434886401849752,-0.141400098975508,-0.07439843423489911,-0.3161544318838385,-0.48514660493129613,-0.43749035458845104,-0.3156415903523296,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3
4733,-0.6566513400735534,-0.03663815889186307,-0.18112534734381094,0.39137070766328164,0.9764319876081904,1.138277841781007,0.6681280808242017,1.5157660967895028,1.7863375541835835,1.1974496266573156,0.8788648499647199,0.16037298059502894,0.08797681391911442,0.5073323072587681,0.580270156405735,0.7079811471489574,1.0791194415126744,0.33201444032821764,0.1788328835996306,-0.4973464305908425,1.2958572860851452,0.9913269839855486,1.228238526512272,0.6680851801766737,1.2479645960249919,0.5421839485192498,0.8231079278646098,0.8972726750242764,1.0815940679886311,1.2904547314969395,-0.3738972850538479,-0.4372262618509396,-0.13505125542793822,-0.13977077635313978,-0.31791999740971694,0.23129787081426975,-1.0200399244164533,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
4734,1.0595604951840132,-2.3786943694741027,-2.025346940189702,-2.429284717720907,-2.9686328188760633,-1.9710916444374882,-2.5036663239033627,-2.1837650050412964,-1.8789770276076758,-2.850098865750181,-2.9556881335390113,-2.182655927704196,-1.890904159572953,-1.6614382731759814,0.027839616628656253,-1.696719508758279,-1.9982595836210928,-0.5980400854629088,-2.083847209381594,0.29859365968007523,-2.133124114262487,-2.34625290918396,-1.719178972461972,-2.0965494594737355,-0.9509683484368403,-2.0719653072654256,1.0850878908953852,-1.9222127594558105,-1.5516301042699123,-1.5782335467490105,3.074460269279076,3.171852925229326,3.5041180161544085,3.270313230573703,2.9151277480074813,1.123015504684565,1.6694809874647467,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5
4735,1.0595604951840132,1.3250224286559509,0.9971273369743971,-0.9901748068106068,0.772376911410729,1.4209477950735976,0.9853075212969582,1.352551489355791,1.2709026911191876,0.2834870638556228,0.8788648499647199,0.628978762254874,0.2926886387631214,0.9139767910902836,0.8012423723165664,0.9908871066674558,0.15009935845342395,-0.17528802828512405,0.3045373332096986,-1.6116625569701273,0.8802231769520988,-0.44728503893234306,-1.0910408169428707,0.8728729312618893,1.1770312752359005,1.307300803870862,0.9977612365517934,-0.9656016299000667,-1.0896609512420978,-1.0609291031308883,-0.4304277367642237,-0.31889579670076695,-0.013745613041859998,-0.3161544318838385,-0.26217779490252385,0.008368462346695284,-1.7244382584805773,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.2
4736,-0.013071901851965948,1.2160895816521258,1.0995840921325022,0.16111312191763358,0.772376911410729,0.23373399124471755,0.82671780106058,-0.4428091924150379,-0.4472135190954652,1.0016005060569528,0.6991201788629825,0.9636971777261919,0.9750613882431446,0.575106387897354,0.4697840484503192,-1.0601810998416574,-0.3144106830762013,-0.5134896740273518,0.5559462324298347,-0.01978237642829188,0.7243603860272064,-1.3104522526830782,0.7933736496144327,0.6168882424053699,0.8223646712904437,0.03210604495150824,0.12449469311587581,-0.10968640871861177,0.8044125761719423,0.7731502878788175,0.24793768376028597,0.036095598749750955,0.10756002934421822,0.8009420531439203,0.9084084577485306,0.4542272792818442,-0.44371401472762484,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
4737,-0.44212486066635753,-0.3089702764014258,1.3557259800277648,1.3124010506458739,0.024174965353370492,1.4209477950735976,0.5624016006666163,-0.17078484669218502,-0.7908367611383957,-0.565192458745949,0.3396308366595077,0.49509139606634683,0.7021122884511354,0.43955822662018224,1.2431868041382295,0.14216922811196064,0.7307369103654555,1.6002706118615717,-0.13542824042553947,0.6965637048155341,0.25677201325252935,0.761149060318686,-1.1876774562535017,1.1288576201184086,-0.4544351029132008,1.3710605418168296,-0.5741185416328582,-1.6201250343329439,-1.3668424430587864,-1.2490398099011146,-0.3738972850538479,-0.31889579670076695,-0.49896818258617287,-0.5513326392581036,-0.09495118738094464,0.4542272792818442,0.8370102290253276,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2
4739,0.6305075363696214,0.8348246171387378,0.7409854490791346,-0.4720952388828986,0.8403952701432161,0.06413201926916327,0.9324442812181655,1.0805271436329382,0.9845499894167455,0.4793361844559855,0.9387797403319657,0.9636971777261919,1.1797732130871517,0.7784286298131118,0.4697840484503192,0.9908871066674558,0.7307369103654555,0.7547664975060023,0.3673895580147326,-0.17897039448247543,0.9841317042353603,0.761149060318686,-0.31794770245782317,0.7704790557192814,1.2479645960249919,0.6697034244111851,0.5611279648338345,-0.8145577673386335,-0.9048732900309719,-0.35551395274253994,-0.4304277367642237,-0.3780610292758533,-0.43831536139313376,-0.08097622450957352,-0.09495118738094464,0.008368462346695284,-0.7638950756658629,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.4
4760,0.20145457755522986,1.1616231581502132,-0.4884956128181261,-0.011580067391602484,0.5683218352132676,-0.8969458219256444,0.8795810411393727,0.8629076670546558,-0.2754018980739999,0.871034425656711,0.6392052884957367,0.9636971777261919,1.248010488035154,1.0495249523674555,0.4697840484503192,1.3445195560655787,-0.7208569694146234,-0.7671409083340227,0.9330595812600387,-0.09937638545538365,0.04895495868600618,0.5309711366518233,0.8900102889250636,0.20731274023493887,0.4676980673449869,1.3710605418168296,0.03716803877228406,0.9476206292114208,0.9430033220802867,0.9142333179564871,-0.20430592992272045,-0.20056533155059433,-0.37766254020009465,-0.022181672666007263,-0.5966310099456823,0.008368462346695284,-0.18756916597703435,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
4761,-0.44212486066635753,0.7803581936368252,0.9971273369743971,-0.8174816175013707,0.5003034764807804,0.6860059165128624,1.038170761375751,0.8629076670546558,0.2973035053308844,0.15292098345538097,0.9387797403319657,1.2314719101032463,1.4527223128791609,0.9817508717288695,-0.08264649132675948,0.9201606167878312,1.0791194415126744,-1.612645022689592,-0.07257601562050546,-1.2136925118346684,0.9321774405937295,-0.8500964053493527,-0.8494492186662934,0.975266806804497,0.2548981049777128,0.6059436864652175,-0.13748526991489946,-1.1166454924615,-1.1820547818476608,-1.0139014264383317,-0.3738972850538479,-0.25973056412568063,-0.37766254020009465,-0.08097622450957352,-0.09495118738094464,0.008368462346695284,-1.1481123487917486,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.5
4762,0.6305075363696214,0.5080260761272625,-0.18112534734381094,0.7943214827181657,0.16021168281834477,-0.2750719246819453,-0.3891367207516531,-1.4220968370173082,-1.1917305435218148,0.15292098345538097,0.1598861655577703,0.7628661284434012,0.83858683834714,0.7784286298131118,0.580270156405735,0.9908871066674558,0.9049281759390649,1.9384722576037996,0.8073551316499707,0.29859365968007523,0.5165433314606833,0.8186935412354016,1.1316018872016411,-0.7142321396485308,-1.9440348394841194,-0.6692510724541363,0.9104345822082016,0.7965767666499876,1.266381729199757,1.337482408189496,-0.5434886401849752,-0.4372262618509396,-0.25635689781401644,-0.4925380874145373,-0.1506933898881377,-1.5298444560795639,-0.05949674160173911,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.4
4763,-1.085704298887945,0.2356939586176997,1.3044976024487123,0.6791926898453418,0.772376911410729,1.2513458230980434,0.9324442812181655,0.3732638447535207,-0.04631973671204617,0.3487701040557437,0.9986946306992115,0.16037298059502894,0.3609259137111237,0.3717841459815963,0.138325724584072,0.21289571799158524,1.0210556863214713,0.16291361745710373,0.11598065879459657,0.5373756867613505,0.5165433314606833,-1.2529077717663624,-1.1876774562535017,0.8728729312618893,0.680498029712261,1.4348202797627974,0.4738013104902428,-1.368385263397222,-1.5054331889671309,-1.1079567798234449,-0.4304277367642237,-0.08223486640042169,-0.13505125542793822,-0.43374353557097106,-0.37366219991690997,0.9000860962169932,0.6449015924623847,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.9
4764,-0.44212486066635753,0.8348246171387378,-1.0520077661877039,0.10354872548122156,0.3642667590158062,-1.3492177471937892,0.615264840745409,0.26445410646437956,-0.5044840594359536,0.21820402365550187,0.5792903981284909,0.9636971777261919,1.3162477629831562,0.9139767910902836,0.580270156405735,0.49580167751008364,-1.359558276517858,1.0084177318126732,0.8702073564550047,-0.09937638545538365,-1.3018558959963944,1.1639604267356956,0.8900102889250636,0.8216759934905853,-0.4544351029132008,-0.47797185861623326,0.21182134745946757,0.8972726750242764,0.9892002373830682,1.0082886713416002,-0.4304277367642237,-0.4963914944260259,-0.25635689781401644,-0.3749489837274048,-0.09495118738094464,-1.5521373969263208,-1.596365834105282,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0
4765,-0.22759838125916176,1.1616231581502132,0.587300316341977,-0.011580067391602484,0.3642667590158062,0.5729379351958261,0.82671780106058,1.1349320127775087,0.7554678280547918,0.6099022648562273,0.6392052884957367,1.2314719101032463,1.1115359381391492,1.3883953555603852,0.8012423723165664,1.2030665763063295,0.6146093999830492,0.41656485176377456,1.1844684804801748,-1.2932865208617603,0.7763146496688372,1.5092273122359896,0.3585087727165935,0.7704790557192814,0.5386313881340783,0.5421839485192498,0.21182134745946757,-0.059338454531467355,0.5272310843552535,0.5850395811085912,-0.6000190918953511,-0.5555567270011122,-0.37766254020009465,-0.43374353557097106,-0.20643559239533077,-0.21456094612087653,-1.8525106828558724,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.4
4766,0.20145457755522986,0.562492499629175,0.587300316341977,0.3338063112268696,0.9084136288757033,1.2513458230980434,0.13949568003627433,0.9173125361992265,1.2709026911191876,1.0668835462570736,0.4594606173939993,0.09342929750076537,-0.11673501092489254,0.03291374278866671,0.580270156405735,0.000716248352711447,1.311374462277487,-0.006187205414010163,1.3730251548952768,0.6965637048155341,1.1919487588018836,0.24324873206824496,1.0832835675463255,0.25850967800624275,0.8223646712904437,1.2435410659248942,0.5611279648338345,0.6958808582756988,0.8968064067775052,1.1023440247267133,-0.6000190918953511,-0.3780610292758533,-0.07439843423489911,-0.19856532819670603,-0.20643559239533077,0.4542272792818442,0.5168291680870895,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
4787,0.41598105696242565,1.0526903111463881,0.9458989593953446,1.0245790684638139,0.8403952701432161,1.081743851122489,0.82671780106058,0.9173125361992265,1.729067013843095,0.8057513854565901,0.8788648499647199,0.09342929750076537,0.3609259137111237,0.3040100653430104,-0.08264649132675948,0.49580167751008364,1.253310707086284,0.7547664975060023,0.8073551316499707,0.37818766870716697,1.3997658133684068,1.0488714649022643,1.1316018872016411,0.6680851801766737,1.0351646336577178,0.7972229003031205,0.6484546191774263,0.7462288124628431,1.173987898594194,1.0553163480341567,-0.4304277367642237,-0.31889579670076695,-0.559621003779212,-0.4925380874145373,-0.31791999740971694,0.4542272792818442,0.260684319336499,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5
4788,-0.22759838125916176,0.39909322912343737,1.2020408472906072,0.5640638969725177,0.16021168281834477,1.1948118324395252,0.615264840745409,1.24374175106665,0.9272794490762571,-0.17349421754522357,0.5193755077612451,1.3653592762917734,1.248010488035154,1.3883953555603852,1.6851312359598922,1.2737930661859542,0.5565456447918461,1.5157202004260149,1.1216162556751408,0.37818766870716697,0.6724061223855756,0.8762380221521173,0.2618721334059625,1.1800545578897124,0.680498029712261,1.4985800177087651,1.172414545238977,-1.1166454924615,-0.7200856288198461,-0.6847076895904358,-0.4304277367642237,-0.08223486640042169,-0.31700971900705555,-0.6101271911016698,-0.20643559239533077,-1.5521373969263208,0.13261189496120376,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
4789,0.20145457755522986,0.6714253466330001,1.0483557145534497,-0.9326104103741948,1.1124687050731648,-0.3881399059989815,1.038170761375751,0.4276687138980913,1.729067013843095,1.6544309080581618,0.9986946306992115,0.026485614406501785,-0.11673501092489254,-0.3059566604042629,0.027839616628656253,0.9201606167878312,0.7888006655566586,0.07836320602154678,0.8702073564550047,0.6965637048155341,0.8802231769520988,0.07061528931809795,0.8900102889250636,0.156115802463635,1.1060979544468093,0.9247423761950558,0.7357812735210181,0.3937931331528323,0.8506094914747238,0.6790949344937043,-0.03471457479159305,-0.20056533155059433,-0.37766254020009465,-0.3749489837274048,-0.5408888074384892,0.4542272792818442,-0.05949674160173911,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1
